"Type","RegionName","RegionId","Fias","OKATO","ParentRegionId"
г,Астрахань,44,a101dd8b-3aee-4bda-9c61-9df106f145ff,"12401000000",268
г,Белгород,45,"02e9c019-ab4d-4fa0-928e-d6c0a41dc256","14401000000",269
г,Брянск,46,"414b71cf-921e-4bfc-b6e0-f7395d16aaef","15401000000",270
г,Владимир,47,f66a00e6-179e-4de9-8ecb-78b0277c9f10,"17401000000",271
г,Вологда,48,"023484a5-f98d-4849-82e1-b7e0444b54ef","19401000000",273
г,Иваново,49,"40c6863e-2a5f-4033-a377-3416533948bd","24401000000",275
г,Тамбов,50,ea2a1270-1e19-4224-b1a0-4228b9de3c7a,"68401000000",304
г,Калуга,51,b502ae45-897e-4b6f-9776-6ff49740b537,"29401000000",278
г,Омск,52,"140e31da-27bf-4519-9ea0-6185d681d44e","52401000000",292
г,Кострома,53,"14c73394-b886-40a9-9e5c-547cfd4d6aad","34401000000",281
г,Саратов,54,bf465fda-7834-47d5-986b-ccdb584a85a6,"63401000000",300
г,Тула,55,b2601b18-6da2-4789-9fbe-800dde06a2bb,"70401000000",307
г,Тверь,56,c52ea942-555e-45c6-9751-58897717b02f,"28401000000",305
г,Ярославль,57,"6b1bab7d-ee45-4168-a2a6-4ce2880d90d3","78401000000",311
г,Смоленск,58,d414a2e8-9e1e-48c1-94a4-7308d5608177,"66401000000",303
г,Калининград,59,df679694-d505-4dd3-b514-4ba48c8a97d8,"27401000000",277
г,Мурманск,60,b7127184-ead6-422b-b7cf-4fc7725b47a5,"47401000000",288
г,Нарьян-Мар,61,b0122c31-eb1c-40ae-b998-08f9e99a0fa1,"11111000000",313
г,Ханты-Мансийск,62,d680d1a9-ff89-42c0-b39f-143d2ffb520a,"71131000000",314
г,Великий Новгород,63,"8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560","49401000000",290
г,Тюмень,64,"9ae64229-9f7b-4149-b27a-d1f6ec74b5ce","71401000000",308
г,Псков,65,"2858811e-448a-482e-9863-e03bf06bb5d4","58401000000",296
г,Южно-Сахалинск,66,"44388ad0-06aa-49b0-bbf9-1704629d1d68","64401000000",301
г,Биробиджан,67,"5d133391-46ee-496b-83a6-efeeaa903643","99401000000",312
г,Екатеринбург,68,"2763c110-cb8b-416a-9dac-ad28a55b4402","65401000000",302
г,Салехард,69,"0c1b7f05-9fd9-4ec9-a2cc-5ee2799be1e6","71171000000",316
г,Киров,70,"452a2ddf-88a1-4e35-8d8d-8635493768d4","33401000000",280
г,Оренбург,71,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,"53401000000",293
г,Магадан,72,cb8ae35a-93df-4133-b377-50f3698c8b5e,"44401000000",286
г,Кемерово,73,"94bb19a3-c1fa-410b-8651-ac1bf7c050cd","32401000000",279
г,Курск,74,d790c72e-479b-4da2-90d7-842b1712a71c,"38401000000",283
г,Ульяновск,75,bebfd75d-a0da-4bf9-8307-2e2c85eac463,"73401000000",309
г,Пенза,76,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,"56401000000",295
г,Москва,77,"0c5b2444-70a0-4932-980c-b4dc0d3f02b5","45000000000",0
г,Рязань,78,"86e5bae4-ef58-4031-b34f-5e9ff914cd55","61401000000",298
г,Курган,79,"3bbda77d-ba3f-4457-9d44-c440815cda89","37401000000",282
г,Анадырь,80,"7fad3a21-06b4-4af3-9657-bf1521714952","77401000000",315
г,Иркутск,81,"8eeed222-72e7-47c3-ab3a-9a553c31cf72","25401000000",276
г,Орёл,82,"2abed4d9-5565-4885-bc96-f4ffccc6cba4","54401000000",294
г,Томск,83,e3b0eae8-a4ce-4779-ae04-5c0797de66be,"69401000000",306
г,Альметьевск,84,"1ca4e6ce-2bc8-40a9-bdf5-113449c3a172","92405000000",19082
г,Алексин,85,b9688874-4981-4b22-a930-2521c04beb3c,"70202501000",176627
г,Пятигорск,86,"9b0efbd0-22bb-400d-86db-ddc69b9939d9","07427000000",264
г,Тольятти,87,"242e87c1-584d-4360-8c4c-aae2fe90048e","36440000000",299
г,Чехов,88,"7eeb876e-7b67-4ed7-91ec-0588712db96c","46256501000",107176
г,Таганрог,89,d72c95ed-9fdd-4f27-b94f-898fc3f1177d,"60437000000",297
г,Фрязино,90,"13696e0e-4c75-49aa-9c83-0a6faf5074ee","46480000000",287
г,Усинск,91,"267fd50d-0077-4041-9594-18b1de5f2acb","87423000000",245
г,Реутов,92,e0504cf6-4d81-401c-b18b-434457aaaa21,"46464000000",287
г,Тобольск,93,"6d7c3e9e-8d6d-490a-a650-8257dbf5ec36","71410000000",308
г,Ангарск,94,"82b6b7c8-82a4-44b2-8bc7-691373706b89","25203501000",276
г,Химки,95,d76255c8-3173-4db5-a39b-badd3ebdf851,"46483000000",287
г,Прокопьевск,96,"2d8b9d01-1c4f-4987-8a0b-1eb5080c1f38","32437000000",279
г,Туапсе,97,d0e68eaf-5ea0-4e65-81b6-b6f55c4df6f5,"03432000000",31969
г,Усолье-Сибирское,98,ac680034-f7da-4bd8-8374-a5c97aa09516,"25436000000",276
г,Арзамас,99,"7e42f157-87d6-4111-a406-17432e814723","22403000000",289
г,Подольск,100,b22cf685-e391-42c8-aab5-a9aadb9193d4,"46460000000",287
г,Санкт-Петербург,101,c2deb16a-0330-4f05-821f-1d09c93331e6,"40000000000",0
г,Уссурийск,102,de7335fb-9baa-48eb-927d-0bb299b2e5bc,"05423000000",263
г,Раменское,103,a54506e0-5641-4d8c-b543-7bcce2c9887f,"46248501000",105125
г,Щелково,104,c38a33c1-8f16-4454-bbf4-656d6b8b1739,"46259501000",107818
г,Ухта,105,"067b4cef-e128-4d5a-8305-fecf53e7b7e8","87425000000",245
г,Шелехов,106,c727ac3a-e05c-4b81-b8e1-9b1003c28595,"25255501000",276
г,Энгельс,108,c58d0505-54eb-4c34-8216-b14f7cdb0ecb,"63450000000",300
г,Усть-Илимск,109,"78d11295-77b5-4ac4-b128-582e2989c0a5","25438000000",276
г,Пушкино,110,"7f22cfa4-34fa-4fa0-bcb0-620cd8402cfa","46247501000",106068
г,Павловский Посад,111,bb464d94-30bf-4cf8-a320-905733fa67e2,"46245501000",104787
г,Череповец,112,b4c30848-5181-44b4-88fa-456e1c4aeb0f,"19430000000",273
г,Шахты,113,dee2e80e-f2e1-4a68-93b0-b7b89b6f3e74,"60440000000",297
г,Солнечногорск,114,d4dadcfd-355d-4fe9-963d-48ad122a7778,"46252501000",106196
г,Борисоглебск,115,e5c49f70-5235-49ef-a16b-816114b36566,"20410000000",62614
г,Мончегорск,116,"177e037d-a06d-4f8a-9333-fd534dd34c5d","47415000000",288
г,Жуковский,117,fd91f393-4820-437f-a50c-907e9856c374,"46425000000",287
г,Северодвинск,118,"32747c72-c08b-4440-b340-91f48d72f9db","11430000000",267
г,Сергиев Посад,119,"7baaac39-aa31-4712-893d-51ef80124a86","46215501000",106639
г,Димитровград,120,"73b29372-242c-42c5-89cd-8814bc2368af","73405000000",309
г,Выкса,121,d89942e8-e06b-46bd-a805-7cec8f77417e,"22415000000",289
г,Серов,122,"591f3e74-079f-42ff-a155-f01c9dc363ae","65492000000",302
г,Невинномысск,123,ff894fb7-acb4-4edf-bb48-c5349d89579b,"07424000000",264
г,Сургут,124,f1eb1809-47d4-4f0b-9a74-fa416e9d3df2,"71136000000",314
г,Ленинск-Кузнецкий,126,cf600ae8-e376-42ae-bf7c-5aa1875dcd28,"32419000000",279
г,Стерлитамак,127,"84e0b23d-82fe-40a8-8739-55e679780dc3","80445000000",237
г,Великие Луки,128,ca091eae-2c39-4730-b57d-b2fa570f71cb,"58410000000",296
г,Набережные Челны,129,"748d7afa-7407-4876-9f40-764ecdd09bbd","92430000000",251
г,Междуреченск,130,c6a7e590-04b4-4a01-85fc-b61b63711bba,"32425000000",279
г,Волхов,131,d77089df-c8ed-464d-a26b-69ce42383a0f,"41408000000",93168
г,Сызрань,133,e9e684ce-7d60-4480-ba14-ca6da658188b,"36435000000",299
г,Липецк,134,eacb5f15-1a2e-432e-904a-ca56bd635f1b,"42401000000",285
г,Нижний Тагил,135,cc73d6af-6e2e-4a1f-be8e-682c289b0b57,"65476000000",302
г,Старый Оскол,136,"9f5e86b1-b893-43dc-9dd4-ac66573b17d1","14440000000",269
г,Комсомольск-на-Амуре,137,a29c5b20-5056-412b-9af6-7b805aa3ea72,"08409000000",265
г,Воскресенск,138,"555e9f1b-627a-4444-b19e-27fb9d67a093","46206501000",101324
г,Магнитогорск,139,"988157bf-d6d5-4c2a-80ec-4ad531eea056","75438000000",310
г,Нижневартовск,140,"0bf0f4ed-13f8-446e-82f6-325498808076","71135000000",314
г,Серпухов,141,efc02a6a-273b-4a49-aef9-a5606ef8591c,"46470000000",287
г,Красногорск,142,"63fcf18a-365e-451f-baee-8d09ac50b773","46223501000",102780
г,Саянск,143,c21b5e04-ce0f-4f98-b0ac-0ceabc531212,"25426000000",276
г,Нижнекамск,144,"6b849aa8-0782-4c26-b7ac-a0f413f306c0","92435000000",21214
г,Ивантеевка,145,e12cf909-779a-4352-af51-7a2a07668f60,"46432000000",287
г,Рубцовск,146,"65db5c88-c65c-43f0-9c21-13e15a032d4a","01416000000",257
г,Нефтекамск,147,"2c9997d2-ce94-431a-96c9-722d2238d5c8","80427000000",237
г,Новокузнецк,148,b28b6f6f-1435-444e-95a6-68c499b0d27a,"32431000000",279
г,Орехово-Зуево,149,"0f2f2d09-8e7a-4356-bd4d-0b055d802e7b","46457000000",287
г,Новочеркасск,150,"28bafcb3-92b2-445b-9443-a341be73fdb9","60427000000",297
г,Железногорск,151,b73b7c50-112e-4b04-82df-1e0cea13de4b,"38405000000",283
г,Волгодонск,152,"1a453dcd-8885-4999-923b-1bbaa5a1cec4","60412000000",297
г,Ноябрьск,153,"131c6e49-9bc5-484d-b65a-ee7f5d250418","71178000000",316
г,Люберцы,154,"427b4e19-f221-4abc-8904-81f7409c1ce3","46231501000",102839
г,Можайск,155,"4f86a11c-4258-4859-a227-a79c9ef400ff","46233501000",103350
г,Лыткарино,156,bba16a72-09e1-4f3f-93af-df5ecab6714b,"46441000000",287
г,Новороссийск,157,"16ac039a-5257-4715-a8c5-d6bd9e617b53","03420000000",260
г,Одинцово,158,"6ae8ad9e-aa6c-4849-92d8-8e637059c9b0","46241501000",104502
г,Россошь,159,"1ed74fcf-2dd0-460a-99b9-029ca382517d","20247501000",64300
г,Нефтеюганск,160,"45906532-143b-48c2-9af3-f480dc19c7bf","71134000000",314
г,Бийск,161,"52f876f6-cb1d-4f23-a22f-b692609fc1e0","01405000000",257
г,Мичуринск,162,"9bacca6d-4ed5-4fae-a76d-d281ce884d04","68415000000",304
г,Октябрьский,163,abd1bc35-ec51-437a-abee-76a4f620f662,"80435000000",237
г,Орск,164,"71e7cb45-f365-4e6b-b068-a7d35349c3ba","53423000000",293
г,Лобня,165,"67c493d4-d141-407e-868b-dafc289503f3","46440000000",287
г,Новомосковск,166,"0b6e326e-74ca-4e24-93d4-2c385c292bb5","70234501000",178514
г,Дзержинск,167,"1d5a97d5-9bdf-44c9-ac42-e201833e7f28","22421000000",289
г,Зеленоград,168,ec44c0ee-bf24-41c8-9e1c-76136ab05cbf,"77000002000",77
г,Рыбинск,169,"292c0a6a-47ce-435d-8a75-f80e9ce67fba","78415000000",189176
г,Рузаевка,170,a35889dd-6958-4d3e-8a65-3f628b9179ed,"89420000000",248
г,Березники,171,"4ffcde97-05e9-4a6e-bd51-3a984b41b7bd","57408000000",262
г,Миасс,172,f2976e80-32e1-4284-8eda-06cf19239cd1,"75442000000",310
г,Гатчина,173,d193a2f8-4ea1-406a-ba9a-698ae19caeb7,"41420000000",94620
г,Балашиха,174,"27c5bc66-61bf-4a17-b0cd-ca0eb64192d6","46404000000",287
г,Кашира,175,"45b3f9ac-43cd-4bd0-90af-74cf64ea67f7","46435000000",287
г,Елец,176,"8261b161-ceac-4fa2-9fe8-593cb2a28210","42415000000",285
г,Губкин,177,"98b1ec30-6107-4f99-ae3a-9d82492f30a1","14430000000",269
г,Ливны,178,aef2c735-2e21-42e5-8638-9667bade6a2b,"54405000000",294
г,Находка,179,"225a3506-35aa-4456-8bd7-244bdfbc4eaf","05414000000",263
г,Кстово,180,"8d72434a-977f-418b-80e0-f37ff75d52e4","22237501000",110173
г,Мытищи,181,"5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f","46446000000",287
г,Королев,182,"819d6910-b4d1-474f-ad10-c1fa944dfca4","46434000000",287
г,Балаково,183,"45eea4e7-2977-44bb-9b3d-ef8e9198e5d2","63407000000",300
г,Бузулук,184,"653b316e-d0ca-414e-9211-03a96643e91b","53412000000",293
г,Кузнецк,185,b4751488-e03d-416c-9cde-af7465256bfa,"56405000000",295
г,Братск,186,bdf6b629-b33e-4cfa-b4b2-7f693e1d821c,"25414000000",276
г,Бугульма,187,"2c857ac6-3fb8-421d-bfd4-deeffa96df8f","92410000000",18469
г,Кириши,188,"52da70f1-08b0-4b4c-9d22-d67a62bc2aa5","41425000000",96663
г,Камышин,189,"0f9fb687-8d03-41a2-968f-033a2ba44f2f","18415000000",272
г,Котлас,191,"93adb246-540e-40a2-a0fd-e96ca6796589","11410000000",39800
г,Клин,192,"2365151a-7a78-4af5-a8fb-a4faff856df5","46221501000",102987
г,Волжский,193,bc5ed788-84c8-493e-9598-7a15a9f1e4c1,"18410000000",272
г,Балашов,194,"574ddbe6-5e16-4e5b-9cf5-5f3be3a8a6c9","63410000000",300
г,Муром,195,"0d7d5d87-f0a6-428f-b655-d3be106c64a2","17435000000",271
г,Клинцы,196,"59cb1f1f-16f9-47eb-9487-14a6c00e8621","15415000000",270
г,Коломна,197,b367fb03-29f9-4dac-8d85-01595cfb6ad9,"46438000000",287
г,Кинешма,198,df284e77-a45c-411d-8901-94c91f4a92e5,"24405000000",275
г,Нерюнгри,199,"6ece5c38-f802-4f32-ad33-0409538c3562","98406000000",249
г,Ковров,200,"0b4978e2-e64c-4db1-b84d-93cf34bdb04b","17425000000",271
г,Армавир,201,fc9c55d0-c66e-455e-8034-b0944b025c38,"03405000000",260
г,Ачинск,202,c3689d32-dea5-49c8-b69b-b8d2daa1d36b,"04403000000",261
г,Дмитров,203,"0d8a246f-6446-403e-91c6-3aec9cdbfc32","46208501000",101428
г,Обнинск,204,"05a647ff-b859-4c93-8c8e-3590110a0085","29415000000",278
г,Златоуст,205,"110c731e-d72b-4c37-91cb-03ce33d9e727","75412000000",310
г,Закаменск,206,"0602f259-5de5-48e0-8a2c-427a5e0aef82","81221501000",7029
г,Петровск-Забайкальский,209,b26bb2c1-f79b-4c97-9d2d-e73790cfe622,"76236501000",186316
г,Шилка,210,"69efa85f-c9d7-44bb-bcda-95205cd1a647","76254501000",186191
г,Борзя,211,d4b135b9-4504-4bae-8585-da058d350f58,"76209501000",185786
г,Павлово,212,"169a49f5-e0ed-44ae-83f8-653e44685e15","22242501000",112118
г,Кулебаки,213,a963a64c-29cf-4342-bdc7-d998017aa4cd,"22427000000",289
г,Саров,214,be0210d1-1b58-49c1-8304-eb5ff5618fad,"22503000000",289
г,Сергач,215,ef4d5a83-c574-48d9-86ec-386f18bec524,"22248501000",112328
г,Урюпинск,216,"2e5879fc-35c2-4354-816b-f1fce74ece87","18425000000",272
г,Морозовск,218,"933cca52-9ab1-490e-b674-ec3789233e28","60234501000",145204
г,Ленинск,219,bee1ee84-fdcf-45b2-8c87-7b015efc4332,"18230501000",52166
г,Знаменск,220,"54ecd5a8-83d9-4a85-ae2c-6fe6976ab716","12519000000",268
г,Ахтубинск,221,"8d7acd62-cef4-4d5c-8057-644ee454ce6c","12205501000",43249
г,Харабали,222,"08373220-e187-4094-82de-b8e0864c5f38","12245501000",43621
г,Палласовка,223,e6891ad3-e99a-48fa-93e5-805da20e849c,"18245501000",52894
г,Дубовка,224,"66a2c07f-45b1-47d2-ab51-fa16288d07a6","18208501000",51557
г,Суровикино,225,b5bab4ba-e94f-4178-b6f7-67e01c89bec2,"18253501000",53006
г,Котельниково,226,ec52e094-acd0-49ab-bc84-9ce0aa80c7c0,"18224501000",52288
г,Камызяк,227,bc643e13-dcc5-4fa4-8cb1-94f71c5c18f4,"12225501000",43641
г,Красный Кут,228,"94ff279a-6567-4ac1-8001-42d8fd89605e","63223501000",152493
г,Нариманов,229,"46ce55dd-e3e2-4c31-ab3c-273423c2f782","12240501000",43478
г,Луховицы,231,"7c6d9ebf-8b6a-4435-a174-eb8018f7c598","46230501000",102873
г,Ногинск,232,"40ae04e3-9a69-44ea-8bd7-6c6f08e1a4ca","46239501000",104363
г,Салават,233,fc14353f-5a1d-4f22-94ea-b900bad9a9f1,"80439000000",237
г,Воркута,234,e0bf9ea3-7cbf-4b13-95f1-32c3ee9b3ae5,"87410000000",245
г,Адыгейск,548,ccdfd496-8108-4655-aadd-bd228747306d,"79403000000",235
г,Агидель,764,"8294b97c-7553-499e-8369-821d6eb0fdc7","80403000000",237
г,Кумертау,1212,"48e38991-07fd-4aaa-b240-a7280e4a823f","80423000000",237
г,Межгорье,1361,"5fd3a551-8553-4571-bfc8-2bfb211686f5","80507000000",237
г,Баймак,1741,"874d4c58-31cd-4309-80db-8f14863efdbb","80404000000",1623
г,Белебей,1826,"11e85c3e-c276-43b3-94e8-6b7f6cde5ac1","80405000000",1809
г,Бирск,2043,"8c049a5c-f080-4052-93a9-89decf401900","80415000000",2041
г,Белорецк,2357,dd65b1de-c076-4126-9b56-c4b4979e2b0f,"80410000000",2235
г,Благовещенск,2427,da7ef573-cdbe-458e-a790-b29ad3a3d140,"80417000000",2407
г,Ишимбай,3471,b3d2e10f-752d-4b90-b54b-9d6545f38ae0,"80420000000",3468
г,Туймазы,4557,"511a0136-f60c-451b-a2eb-3402103f1223","80450000000",4540
г,Мелеуз,5281,c516337d-f590-439b-83ad-6f15a9325740,"80425000000",5274
г,Учалы,5704,"7b2b052a-49df-4aff-a36f-fb82957da2ea","80455000000",5688
г,Дюртюли,6005,d4ac608f-5096-4529-bab2-68a26c64272e,"80418000000",5985
г,Янаул,6293,"21de303b-205d-4d37-81c9-63d10246e1af","80460000000",6284
г,Давлеканово,6420,d820f602-8763-4f63-be89-10077a2f025b,"80419000000",6415
г,Северобайкальск,7057,c4ea4370-0720-40a3-9df6-dd8ccf354d15,"81420000000",238
г,Бабушкин,7259,"519731a7-aace-435a-9a1c-1d0051ab7913","81224503000",7257
г,Кемь,11282,e4338e50-dae7-4bd0-8843-ca0db77140d3,"86212501000",11253
г,Кондопога,11327,ca9f6919-1174-4f35-a932-232fa02a4334,"86215501000",11305
г,Сортавала,11804,"7fa96873-4865-4f14-99e4-78d118cdca8b","86410000017",244
г,Беломорск,11934,b4bc7957-5539-4da9-ac5f-d6ee037c0d52,"86204501000",11875
г,Костомукша,11965,"1925075b-8541-4075-97ea-edad0557626e","86406000000",244
г,Олонец,12099,"38568ddc-20b7-409f-aa76-024b3b02c637","86230501000",12040
г,Питкяранта,12258,"284264da-5fb5-4301-b36a-1127d751329d","86233501000",12211
г,Лахденпохья,12332,"5b02bb69-ea4f-482d-b6c3-5bdfea5244d6","86218501000",12279
г,Медвежьегорск,12488,fec511c3-62fc-4093-95bd-89f05b26afa6,"86224501000",12334
г,Сегежа,12918,"4eb67866-2460-40c3-b69f-80889385caa3","86245501000",12882
г,Вуктыл,12923,f69a676b-8ede-4a19-80b6-6db85a12b5e1,"87412000000",245
г,Сосногорск,13022,"9a2569ae-14fb-43bb-b192-a4c29c463c28","87422000000",245
г,Печора,13056,e0ba898b-b813-4293-b817-510d586afd6e,"87420000000",245
г,Инта,13301,"1b136d3e-3bd6-440c-a3fd-23303143c440","87415000000",245
г,Емва,13647,"77fc9582-dbc7-4696-9ddc-00471e94553f","87208501000",13593
г,Микунь,13736,"2144ca72-ea8d-4ad6-90bc-e8443944087a","87244505000",13732
г,Звенигово,14478,a9999751-53ff-4b43-b15f-6ad8034705ba,"88212501000",14477
г,Волжск,14652,f183b079-b65f-4781-9b79-310ba29b724d,"88405000000",247
г,Козьмодемьянск,14861,"70f9ed24-8b25-4688-857f-a337710d4825","88415000000",247
г,Ардатов,16191,edab359e-50ac-422a-9117-78ce44b6f758,"89203501000",16139
г,Ковылкино,16305,"53445e0f-9d61-4359-9f4f-4983ff7aec34","89410000000",248
г,Инсар,16349,e5473064-cb2e-4da5-aa2b-42599c031705,"89224501000",16307
г,Темников,16583,"7a57dd0c-5b64-480e-8369-3e22261e2bf0","89249501000",16491
г,Краснослободск,16783,"870f93e7-2c41-45eb-baeb-b78cbcd79288","89234501000",16708
г,Олекминск,17179,"593f4fe2-d419-4eb1-86df-a0905f05799c","98241000000",249
г,Верхоянск,17292,"86a078da-13f2-4c47-989a-cce0384a60d3","98216503000",17291
г,Среднеколымск,17370,"42bf7165-9170-403c-bf86-ca1c19453e1c","98246501000",17354
г,Вилюйск,17418,"52297f9a-df7f-4d97-9260-342aed1f0718","98218501000",17401
г,Нюрба,17440,"5749064c-e95a-4a2c-a274-9aba7b066003","98409000000",17430
г,Ленск,17462,fdb008ca-3f90-478f-988f-8ec51fc5cc26,"98227501000",17455
г,Алдан,17641,"29a64605-5441-48c5-bc08-117a72ebc843","98203501000",17629
г,Томмот,17645,ddf06654-8540-4b55-9a08-45497cc29a75,"98203505000",17629
г,Удачный,17663,e6fde0e4-6124-4e8d-82ce-5f97abe86cc6,"98231509000",17660
г,Мирный,17674,"62d403af-d460-4e79-a90b-8b6a351af3b1","98404000000",17660
г,Олекминск,17726,c3aba7f3-caf7-443f-a906-8d79e6ec37f6,"98241501000",17711
г,Покровск,17970,fbe75414-a226-41f0-916b-de889d2c84c8,"98420000000",17962
г,Агрыз,18286,"9f936889-a757-419e-890a-d4cc1fa95e93","92201501000",18285
г,Арск,18805,d2c6e970-af35-41fe-9ba6-dc44a4187c67,"92212501000",18802
г,Азнакаево,19402,"17296190-84f5-4afd-93c5-2b79cfc8bc12","92403000000",19351
г,Бавлы,19466,"2a7d9c47-fc56-4167-a5fc-5e40a8a5f5d5","92408000000",19434
г,Зеленодольск,19533,"1e90ec38-0f85-442b-ac1b-ca687fa91d88","92420000000",19476
г,Елабуга,20043,"82d4c783-5080-4faa-9cec-ba9152bc9fc8","92415000000",20042
г,Лаишево,20208,"72197ca2-8209-49d6-ba10-7796b2e2e852","92234501000",20207
г,Буинск,20280,"58e5a396-77c4-4ab6-b235-afe364c0580f","92412000000",20278
г,Иннополис,20583,"98da33d3-9455-497a-9703-a0f89c95a901","92220509000",20506
г,Заинск,20616,"098deac5-b810-4584-b277-10f8b5afe51d","92417000000",20613
г,Мамадыш,20784,"1d9bbe0d-7086-4fd0-b91c-ed6d196cb818","92238501000",20783
г,Лениногорск,21009,e3a88932-c76e-4158-842c-d710a9856df1,"92425000000",21006
г,Менделеевск,21177,e23b4fcb-782b-4d5c-b962-94fd6018fef6,"92239501000",21176
г,Мензелинск,21291,d1d11ebe-b022-44aa-a211-3472483a4974,"92240501000",21290
г,Нурлат,21556,"1f708d3c-4d86-4ab7-afdf-5741fe661744","92437000000",21475
г,Тетюши,21580,e277c80f-b3ce-40d5-9a46-8c1e3a8dd1ba,"92255501000",21578
г,Болгар,21659,"724d41e3-f0ac-4254-a207-897ea3d42076","92232501000",21655
г,Чистополь,21789,c3c7b150-1b5b-49a6-ace2-a24b403b3b94,"92440000000",21788
г,Ак-Довурак,22181,"7e4932c1-2db8-4fee-9997-655d837e70e1","93403000000",252
г,Туран,22199,"224d11db-b006-4774-92eb-7fa5b870acbe","93235501000",22182
г,Чадан,22332,"2f1dec2a-2206-47fa-9620-1db182968112","93215501000",22331
г,Шагонар,22479,a2095706-c501-479c-903a-695b78af1f36,"93254501000",22477
г,Сарапул,22558,e69a280f-9064-490e-bae0-8bd39527872f,"94440000000",253
г,Можга,22914,"7096d8a5-2b41-47b1-95ae-35efcbc07dee","94430000000",253
г,Воткинск,22916,d948319d-b151-48f5-9791-22ccfeeabfe7,"94410000000",253
г,Камбарка,23702,b3bb969f-79ee-46fb-b23c-42a7b19fe8e1,"94220501000",23692
г,Саяногорск,25280,f89db729-bbfa-4d64-b8d5-ecafbec0733d,"95408000000",254
г,Черногорск,25285,"2e3ec6d8-3835-4c57-9fbc-7e61b58a03a3","95415000000",254
г,Абаза,25346,a369b520-09b4-49b2-b28c-61c9146153e6,"95402000000",254
г,Сорск,25349,bf626532-9e6c-4365-801e-c1d297ab40f0,"95409000000",254
